"","x"
"1026"," 토익 950"
"1027"," 토스 Lv.7 "
"1028"," 공모전 수상 2회"
"1029","서성한 "
"1030"," 학점 3.39"
"1031","서울중상위 "
"1032"," 경영학과 "
"1033"," 학점 4.2 "
"1034"," 토익스피킹 레벨6 "
"1035"," 인턴1"
"1036"," 봉사1"
"1037","건동홍 "
"1038"," 회화 "
"1039"," 학점 4.07 "
"1040"," 인턴 2회"
"1041"," 봉사활동 2회(해외"
"1042","국내)"
"1043"," 대외활동서포터즈 3회"
"1044","수도권 "
"1045"," 경영 "
"1046"," 학점 4.12 "
"1047"," 토익 950 "
"1048"," 다양한 아르바이트"
"1049"," 공모전 대상"
"1050","sky "
"1051"," 비상경 문과 "
"1052"," 학점 3.88 "
"1053"," 토스 lv.7 "
"1054"," 인턴경험 무"
"1055"," 공모전 은상"
"1056","수도권대학교 "
"1057"," 경영학과 "
"1058"," 학점 4.32 "
"1059"," 토익 915 "
"1060"," 인턴 1회"
"1061"," 봉사활동 1회"
"1062","한양대 "
"1063"," 경영학과(석사) "
"1064"," 학점 4.36 "
"1065"," 토익 960 "
"1066"," 없음"
"1067","연세대 "
"1068"," 응용통계 "
"1069"," 학점 4.17 "
"1070"," 토익 985"
"1071"," 오픽 AL"
"1072","서울 하위권 "
"1073"," 신문방송 "
"1074"," 학점 3.73 "
"1075"," 토익 925 "
"1076"," 인턴 1회"
"1077"," 대외활동 1회"
"1078"," 공모전 1회"
"1079"," 봉사활동 2회"
"1080","sky "
"1081"," 인문 "
"1082"," 학점 3.83 "
"1083"," 토익 990"
"1084"," 오픽 al "
"1085"," 인턴 1회"
"1086"," 대외활동 2회"
"1087","중앙대학교 "
"1088"," 경영학부 "
"1089"," 학점 4.01 "
"1090"," SK와이번스 인턴"
"1091"," SK와이번스 드림마케터"
"1092"," 현대자동차그룹 해피무브 글로벌청년봉사단"
"1093"," 2014 인천아시안게임 청년서포터즈"
"1094"," 해양영토대장정"
"1095","sky "
"1096"," 인문계열 "
"1097"," 학점 3.83 "
"1098"," 토익 990 오픽 al "
"1099"," 인턴 1회 대외활동 2회"
"1100","지방사립 "
"1101"," 경제 "
"1102"," 학점 3.9 "
"1103"," 715 "
"1104"," x"
"1105","서울중위권 "
"1106"," 영문"
"1107","미디어 "
"1108"," 학점 3.7 "
"1109"," 토익 905 "
"1110"," 토익스피킹 레벨7 "
"1111"," 인턴1"
"1112"," 대외활동5"
"1113"," 봉사 2"
"1114"," 공모전수상 2"
"1115","미국 주립대 "
"1116"," 심리 "
"1117"," 학점 3.7 "
"1118"," 토익 985"
"1119","해외대 "
"1120"," 경제 "
"1121"," 학점 3.5"
"1122","경영학과 "
"1123"," 학점 4.2 "
"1124"," 오픽 IH "
"1125"," 인턴1회"
"1126","뉴욕대학교 "
"1127"," 경제학과 "
"1128"," 학점 3.7"
"1129","sky "
"1130"," 경영학과 "
"1131"," 학점 3.65 "
"1132"," 토익 930 "
"1133"," 토익스피킹 레벨7 "
"1134"," 인턴 2회"
"1135","고려대 "
"1136"," 생명과학 "
"1137"," 학점 2.88 "
"1138"," 토익 960 "
"1139"," 연설동아리"
"1140","해외 명문대 "
"1141"," 인문계열 "
"1142"," 학점 3.18 "
"1143"," 중국 유학경험"
"1144","인서울 "
"1145"," 경영학과 "
"1146"," 학점 3.54 "
"1147"," 토익 980 "
"1148"," 인턴 3회"
"1149","서성한 "
"1150"," 신문방송학과 "
"1151"," 학점 3.2 "
"1152"," 토익 850"
"1153","서울소재 "
"1154"," 사회교육 "
"1155"," 학점 3.70 "
"1156"," 토스 레벨6 "
"1157"," 인턴 3회"
"1158"," 공모전 5회"
"1159","중경외시 "
"1160"," 경영 "
"1161"," 학점 3.5 "
"1162"," 토익 885"
"1163"," 토스 레벨7 "
"1164"," 대외활동 2회"
"1165","sky "
"1166"," 비상경 문과 "
"1167"," 학점 3.5 "
"1168"," 토익 930"
"1169"," 토스 레벨7 "
"1170"," 봉사활동 1회"
"1171","인서울상위 "
"1172"," 경영 "
"1173"," 학점 4.0 "
"1174"," 토익 980 "
"1175"," 인턴 2회"
"1176","서울 상위권 "
"1177"," 경영 "
"1178"," 학점 4.0 "
"1179"," 토익 980"
"1180","해외대 "
"1181"," 경제 "
"1182"," 학점 3.37 "
"1183"," 4.0 "
"1184"," 오픽 AL "
"1185"," 봉사활동"
"1186","지거국 "
"1187"," 인문대 "
"1188"," 학점 3.3 "
"1189"," 토익 875 "
"1190"," 대외활동 3번"
"1191"," 인턴 1회"
"1192","U. of Illinois "
"1193"," 미디어학 "
"1194"," 학점 4.13 "
"1195"," 학생회 4년"
"1196"," 스타트업 6개월"
"1197"," 학교 영어"
"1198","한국어 말하기 봉사 2년"
"1199","서성한 "
"1200"," 경영 "
"1201"," 학점 3.89 "
"1202"," 토익 990 "
"1203"," 인턴 1"
"1204"," 수상 2"
"1205"," 대외활동 1"
"1206","서울 중위 "
"1207"," 학점 4 "
"1208"," 인턴 1"
"1209","서성한 "
"1210"," 경영 "
"1211"," 학점 4.15 "
"1212"," 토익 955 "
"1213"," 인턴 2회 수상 다수"
"1214"," 대외활동 및 동아리 경험 다수"
"1215","아주대 "
"1216"," 경영학과 "
"1217"," 학점 3.62 "
"1218"," 토익 900"
"1219"," 토익스피킹 레벨6 "
"1220"," 인턴 1회(롯데주류)"
"1221"," 교환학생 홍콩 1회"
"1222"," 아르바이트 다수"
"1223","수도권 "
"1224"," 경영학과 "
"1225"," 학점 3.62 "
"1226"," 토익900"
"1227"," 토익스피킹 레벨6 "
"1228"," 인턴 1회(롯데주류)"
"1229"," 아르바이트 다수"
"1230"," 교환학생 1회"
"1231","spk 석사 "
"1232"," 문화관련 "
"1233"," 학점 3.8 "
"1234"," 토익 950"
"1235"," 오픽 IH "
"1236"," 인턴 3회"
"1237"," 교내외활동 다수"
"1238","서성한 "
"1239"," 경영 "
"1240"," 학점 3.14 "
"1241"," 토익 930 "
"1242"," 중국어 신HSK 6급 "
"1243"," 공모전 수상 1"
"1244","인턴 2개월"
"1245","경기권 "
"1246"," 학점 3.5 "
"1247"," 토익750"
"1248"," 토익스피킹 160 "
"1249"," 인턴 2"
"1250"," 대외활동 5"
"1251","서성한 "
"1252"," 경영학과 "
"1253"," 학점 3.7 "
"1254"," 토익 920 "
"1255"," 인턴 3회"
"1256"," 대외활동 다수"
"1257","산업디자인 "
"1258"," 학점 3.69 "
"1259"," 토익 990 "
"1260"," 인턴 2회"
"1261","서울 중상위 "
"1262"," 경영 "
"1263"," 학점 3.15 "
"1264"," 대외활동 20회"
"1265"," 공모전 10회 수상"
"1266","지방국립대학교 "
"1267"," 중어중문 "
"1268"," 학점 3.32 "
"1269"," 토익 785 "
"1270"," 봉사 및 대외활동 다수"
"1271","sky "
"1272"," 소비자학 "
"1273"," 학점 3.87 "
"1274"," 토익스피킹 레벨7(180) "
"1275"," 봉사활동 有"
"1276"," 소비자관련 공모전 은상"
"1277"," 경영학회 경험 有"
"1278","서울 중하위 "
"1279"," 경영 "
"1280"," 학점 3.01 "
"1281"," 오픽 IH"
"1282"," 토익 835 "
"1283"," 마케팅 대외활동 1회"
"1284"," 패션 대외활동 1회"
"1285"," 쇼핑몰 창업 경험"
"1286"," 총학생회 대외협력 담당"
"1287"," 광고동아리"
"1288"," 중고차 보조딜러"
"1289","sky "
"1290"," 경영 "
"1291"," 학점 3.72 "
"1292"," 토익 920"
"1293","숙대"
"1294","서울대 "
"1295"," 언론정보+경영"
"1296","경영정보 "
"1297"," 학점 4.03"
"1298","4.3 "
"1299"," 토익 935"
"1300"," 토스 7 "
"1301"," 인턴1"
"1302"," 봉사활동 4"
"1303"," 동아리1"
"1304","한국외대 "
"1305"," 산공 "
"1306"," 학점 3.3 "
"1307"," 토스 레벨6 "
"1308"," 대외활동 1회"
"1309","수도권4년제 "
"1310"," 경영 "
"1311"," 학점 4.01 "
"1312"," 토익 945 "
"1313"," 직장생활 1년"
"1314"," 봉사활동 1"
"1315"," 공모전 1"
"1316","서연고 "
"1317"," 생활과학 "
"1318"," 학점 3.6 "
"1319"," 토익 895 "
"1320"," 전략기획 인턴 1회"
"1321"," 컨설팅 인턴 1회공모전 대상 1회"
"1322"," 해외봉사 1회"
"1323","SKY 대학원 석사 "
"1324"," 상경 "
"1325"," 학점 4 "
"1326"," 토익 955 "
"1327"," 멘토링 연합동아리 8개월"
"1328","서울 4년제 "
"1329"," 경제학과 "
"1330"," 학점 3.48 "
"1331"," 토익 940"
"1332"," 토익스피킹 170"
"1333"," 오픽 AL "
"1334"," 한국장학재단 멘토링"
"1335"," 아르바이트 (카페 매니저)"
"1336"," 단기 미국 인턴 1회"
"1337","지방사립 "
"1338"," 경정"
"1339"," 패션 "
"1340"," 학점 3.68 "
"1341"," 토익 800중"
"1342","지방 사립 "
"1343"," 경영 "
"1344"," 학점 4.1 "
"1345"," 토익 895"
"1346","중경외시 "
"1347"," 경영 "
"1348"," 학점 4.0 "
"1349"," 토익 920 "
"1350"," 인턴1"
"1351"," 대외활동 1"
"1352","경희대학교 "
"1353"," 컨벤션경영 "
"1354"," 학점 4.04"
"1355","해외대(미국) "
"1356"," Business "
"1357"," 학점 4.0"
"1358","수도권4년제 "
"1359"," 국제경영 "
"1360"," 학점 3.88 "
"1361"," 오픽 AL"
"1362"," 토익 980 "
"1363"," 인턴1회"
"1364"," 봉사활동 1회"
"1365"," 사회경험 1회"
"1366","동건홍 "
"1367"," 법학과 "
"1368"," 학점 3.7 "
"1369"," 오픽 IH "
"1370"," 스타트업 창업 1회"
"1371"," 개인사업 1회"
"1372"," 다수의 아르바이트"
"1373","지거국 "
"1374"," 경영학 "
"1375"," 학점 3.6 "
"1376"," 오픽 AL "
"1377"," 해외 봉사활동"
"1378","서연고 "
"1379"," 어문계열 "
"1380"," 학점 3점중반대 "
"1381"," 오픽 IH "
"1382"," 온라인 광고대행사 인턴경험"
"1383","서성한 "
"1384"," 전자공학과 "
"1385"," 학점 3.31 "
"1386"," 오픽 IM "
"1387"," 외국계 기술영업 인턴"
"1388"," 미국 어학연수 9개월"
"1389","지방사립대 "
"1390"," 경영 "
"1391"," 학점 3.77 "
"1392"," 토익 855 "
"1393"," 없음"
"1394","인서울 "
"1395"," 일어일문학과 "
"1396"," 학점 3.2 "
"1397"," 토익 880"
"1398","해외대 "
"1399"," 재료공학 "
"1400"," 학점 3점대 "
"1401"," 토스 레벨8"
"1402"," 오픽 al "
"1403"," 연구실 인턴 1회"
"1404","한양대 "
"1405"," 중문과 "
"1406"," 학점 3.5 "
"1407"," 중국어 HSK 6급"
"1408"," 오픽 IH "
"1409"," 코트라 인턴 1회"
"1410","sky "
"1411"," 경영 "
"1412"," 학점 3.84 "
"1413"," 토익970"
"1414"," 오픽AL "
"1415"," 인턴 1회"
"1416"," 공모전 수상 2회"
"1417","국제통상 "
"1418"," 학점 4.0 이상 "
"1419"," 토익 900이상 "
"1420"," 인턴 1회 봉사 및 대외활동 약 5회"
"1421","sky "
"1422"," 경영 "
"1423"," 학점 3.72 "
"1424"," 토익 920 "
"1425"," 인턴 1회"
"1426","서울대학교 "
"1427"," 체육교육 "
"1428"," 학점 2.96"
"1429","지거국 "
"1430"," 비상경 사회과학 "
"1431"," 학점 3.5 "
"1432"," 토익 935 "
"1433"," 인턴1"
"1434"," 대외활동1"
"1435","수도권 사립대 "
"1436"," 일어일문 "
"1437"," 학점 4.21 "
"1438"," 토익 945 "
"1439"," 토익스피킹 레벨6 "
"1440"," 일본어 JLPT N1 "
"1441"," 인턴 2회"
"1442"," 해외봉사 1회"
"1443","해외대학 "
"1444"," 마케팅 "
"1445"," 학점 4.12"
"1446","아주대 "
"1447"," 경영 "
"1448"," 학점 3.62 "
"1449"," 토익 900"
"1450"," 토익스피킹 레벨6 "
"1451"," 인턴 1회(롯데주류)"
"1452"," 교환학생 1회"
"1453"," 아르바이트 다수"
"1454","서성한 "
"1455"," 식품영양 "
"1456"," 학점 3.67 "
"1457"," 토익 935 "
"1458"," 토익스피킹 레벨6"
"1459","SKY "
"1460"," 경영 "
"1461"," 학점 4.1 "
"1462"," 토익 990 "
"1463"," 인턴 1"
"1464"," 대외활동 다수"
"1465","서성한 "
"1466"," 사범"
"1467","상경 "
"1468"," 학점 4.19 "
"1469"," 토익 870"
"1470"," 토익스피킹 레벨6 "
"1471"," 대외활동 다수"
"1472","서성한 "
"1473"," 경영 "
"1474"," 학점 3.69 "
"1475"," 토익 920 "
"1476"," 인턴 1회"
"1477"," 교내 학회 1회"
"1478","지거국 "
"1479"," 사회과학계열 "
"1480"," 학점 4.0 "
"1481"," 토익800"
"1482","서성한 "
"1483"," 인문 "
"1484"," 학점 3.9 "
"1485"," 토익 955"
"1486"," 토스 160"
"1487","중경외시 "
"1488"," 경영 "
"1489"," 학점 3.7 "
"1490"," 토익 910 "
"1491"," 봉사 1회"
"1492"," 인턴 1회"
"1493"," 대외활동 2회"
"1494","서울대학교 "
"1495"," 체육교육 "
"1496"," 학점 2.96"
"1497","sky "
"1498"," 경영 "
"1499"," 학점 3.72 "
"1500"," 토익 920 "
"1501"," 인턴 1회"
"1502","지거국 "
"1503"," 비상경 사회과학 "
"1504"," 학점 3.5 "
"1505"," 토익 935 "
"1506"," 인턴1"
"1507"," 대외활동1"
"1508","수도권 사립대 "
"1509"," 일어일문 "
"1510"," 학점 4.21 "
"1511"," 토익 945 "
"1512"," 토익스피킹 레벨6 "
"1513"," 일본어 JLPT N1 "
"1514"," 인턴 2회"
"1515"," 해외봉사 1회"
"1516","서성한 "
"1517"," 사범"
"1518","상경 "
"1519"," 학점 4.19 "
"1520"," 토익 870"
"1521"," 토익스피킹 레벨6 "
"1522"," 대외활동 다수"
"1523","아주대 "
"1524"," 경영 "
"1525"," 학점 3.62 "
"1526"," 토익 900"
"1527"," 토익스피킹 레벨6 "
"1528"," 인턴 1회(롯데주류)"
"1529"," 교환학생 1회"
"1530"," 아르바이트 다수"
"1531","서성한 "
"1532"," 식품영양 "
"1533"," 학점 3.67 "
"1534"," 토익 935 "
"1535"," 토익스피킹 레벨6"
"1536","해외대학 "
"1537"," 마케팅 "
"1538"," 학점 4.12"
"1539","SKY "
"1540"," 경영 "
"1541"," 학점 4.1 "
"1542"," 토익 990 "
"1543"," 인턴 1"
"1544"," 대외활동 다수"
"1545","서성한 "
"1546"," 경영 "
"1547"," 학점 3.69 "
"1548"," 토익 920 "
"1549"," 인턴 1회"
"1550"," 교내 학회 1회"
"1551","이화여대 "
"1552"," 과학교육 "
"1553"," 학점 3.76 "
"1554"," 토플 955"
"1555"," 토익스피킹 160 "
"1556"," 의료기기 회사 2개월 인턴"
"1557"," 봉사활동 60시간"
"1558"," 공모전 X"
"1559","경기권 분교 "
"1560"," 어문 "
"1561"," 학점 3.63 "
"1562"," 토익 970"
"1563"," 오픽 AL "
"1564"," 현직 3년차"
"1565"," 인턴 2회(한국"
"1566"," 미국)"
"1567"," 동아리 1회"
"1568","중경외시 "
"1569"," 예체능 "
"1570"," 학점 3.91 "
"1571"," 토스 lv.7 "
"1572"," 인턴 1회"
"1573"," 대외활동 및 동아리 9회"
"1574","중경외시 "
"1575"," 경영 "
"1576"," 학점 3.5 "
"1577"," 오픽 AL "
"1578"," 인턴 4회 (해외인턴 1회 포함) 파나소닉"
"1579"," 대학교 홍보대사 총 2회 한국장학재단 교육봉사"
"1580","중경외시 "
"1581"," 신문방송 "
"1582"," 학점 3.81 "
"1583"," 토익 910 "
"1584"," 인턴 1회"
"1585"," 대외활동 2회"
"1586","중앙대 "
"1587"," 경영 "
"1588"," 학점 3.5 "
"1589"," 오픽 AL "
"1590"," 인턴4회 학교홍보대사 1회 파나소닉홍보대사"
"1591","SKY "
"1592"," 인문계 "
"1593"," 학점 3.51 "
"1594"," 토익 840 "
"1595"," 두산베어스 객원 마케터"
"1596"," 국민은행 대학생홍보대사"
"1597"," 신한은행 S20 기자단"
"1598"," 국세청 기자단"
"1599"," 예스24 대학생 서포터즈"
"1600","수도권 4년제 "
"1601"," 중국언어문화학 "
"1602"," 학점 4.2 "
"1603"," 토익 800 후반 "
"1604"," 봉사활동10개월"
"1605","서울중견 "
"1606"," 통계 "
"1607"," 학점 3.42 "
"1608"," 공모전 2회"
"1609"," 인턴"
"1610","화학 "
"1611"," 학점 3.3 "
"1612"," 토익 900 초반"
"1613","ㄱ경기권 "
"1614"," 경제 "
"1615"," 학점 3.4 "
"1616"," 오픽 IL "
"1617"," 인턴1회"
"1618"," 공모전 1회"
"1619","서울 중위권 "
"1620"," 공대 "
"1621"," 학점 4 "
"1622"," 토익 870"
"1623","인서울 "
"1624"," 경영 "
"1625"," 학점 4.2 "
"1626"," 토익 960 "
"1627"," 대외활동 4회"
"1628","성균관 "
"1629"," 경제 "
"1630"," 학점 3.8 "
"1631"," 토익 900 "
"1632"," 없음"
"1633","지거국 "
"1634"," 무역 "
"1635"," 학점 3.6 "
"1636"," 토익 700초반"
"1637","수도권 남부 "
"1638"," 광고학과 "
"1639"," 학점 4.2 "
"1640"," 기자단"
"1641"," 경쟁피티 수상 2회"
"1642"," BTL 커뮤니케이션 수료"
"1643"," 유튜브 대회 수상 1회 온라인 마케팅 전문가 과정 수료"
"1644"," 캐나다 대학 교환학생"
"1645","중경 "
"1646"," 학점 3.39 "
"1647"," 오픽AL "
"1648"," 인턴 1회"
"1649"," 대외활동 다수"
"1650","중경외시 "
"1651"," 제 3 외국어 "
"1652"," 학점 3점 중반 "
"1653"," 토익 930 "
"1654"," 봉사활동 및 대외 활동 4건"
"1655","울산대학교 "
"1656"," 경영학과(복:국제관계학) "
"1657"," 학점 4.05 "
"1658"," TOEIC - 840 "
"1659"," OPIC - IL "
"1660"," 울산대학교 시장분석 전문가 양성과정 이수 울산대학교 경영대학 논문 발표대회 최우수상"
"1661","연세대 "
"1662"," 신소재공학과(경영학과 복수전공) "
"1663"," 학점 3.99 "
"1664"," 토익 945"
"1665"," 토스 7레벨"
"1666"," 신 hsk 5급"
"1667","한국외국어대학교 "
"1668"," 국제통상"
"1669","영어 "
"1670"," 학점 3.62 "
"1671"," 토익 980"
"1672"," 토스 8"
"1673"," 오픽 AL "
"1674"," 모의유엔 3회"
"1675"," 모의경영 1회"
"1676"," 영어토론동아리"
"1677","지역거점국립대학교 "
"1678"," 경영학과 "
"1679"," 학점 3.70 "
"1680"," 토익 960 "
"1681"," 삼성드림클래스 해외봉사활동"
"1682","영남대학교 "
"1683"," 경영학과 "
"1684"," 학점 4.02 "
"1685"," 토익 925"
"1686"," 토스 레벨7 "
"1687"," 미국 인턴"
"1688"," 호주 워킹홀리데이"
"1689","지방국립 "
"1690"," 경영학부 "
"1691"," 학점 3.51 "
"1692"," 토익 900"
"1693"," 오픽 IM2 "
"1694"," 창업경험 1회"
"1695"," 대외활동 1회"
"1696"," 수상경력은 창업과 대외활동으로 인해 받은 것."
"1697","중경외시 "
"1698"," 어문계열 "
"1699"," 학점 3.97 "
"1700"," 오픽 IH "
"1701"," 인턴 1회"
"1702","SKY "
"1703"," 인문계열 "
"1704"," 학점 3.51 "
"1705"," 토익 840 "
"1706"," 대외활동 5회"
"1707","서성한 "
"1708"," 사회과학 "
"1709"," 학점 4 "
"1710"," 토익스피킹 레벨6 "
"1711"," 해외봉사활동"
"1712"," 프랑스 교환학생 6개월"
"1713"," 각종 알바 경험"
"1714","수도권대학 "
"1715"," 경영 "
"1716"," 학점 3.8 "
"1717"," 오픽 IH "
"1718"," 중견기업 인턴"
"1719"," 어학연수"
"1720"," 봉사활동 다수"
"1721"," 공모전 수상 1회"
"1722","중경외시 "
"1723"," 경영학과 "
"1724"," 학점 4.15 "
"1725"," 토익 900"
"1726"," 토익스피킹 150(레벨6) "
"1727"," 해외봉사 1회"
"1728"," 교환학생"
"1729"," 현대자동차 마케팅마스터클래스"
"1730","지거국 "
"1731"," 경제 "
"1732"," 학점 3.87 "
"1733"," 토익 785로 합격"
"1734","수도권 "
"1735"," 영어영문 "
"1736"," 학점 3.92 "
"1737"," 토익스피킹 레벨 6 "
"1738"," 인턴 1회"
"1739","서울 사립대 4년 "
"1740"," 상경계열 "
"1741"," 학점 3.7 "
"1742"," 오픽 IM "
"1743"," 봉사활동 1회"
"1744","지방사립대 "
"1745"," 상경계열 "
"1746"," 학점 3점후반 "
"1747"," 인턴경험"
"1748","서성한 "
"1749"," 중문"
"1750"," 신방 "
"1751"," 학점 3.7 "
"1752"," 토익 965"
"1753"," 오픽 AL"
"1754"," 신HSK 6급 279점 "
"1755"," 인턴1회"
"1756","지거국 "
"1757"," 역사학과 "
"1758"," 학점 3.5 "
"1759"," 토스 레벨6 "
"1760"," 봉사활동 다수"
"1761","SKY "
"1762"," 인문계열 "
"1763"," 학점 3.51 "
"1764"," 토익 840 "
"1765"," 대외활동 5회"
"1766","서성한 "
"1767"," 사회과학 "
"1768"," 학점 4 "
"1769"," 토익스피킹 레벨6 "
"1770"," 해외봉사활동"
"1771"," 프랑스 교환학생 6개월"
"1772"," 각종 알바 경험"
"1773","수도권대학 "
"1774"," 경영 "
"1775"," 학점 3.8 "
"1776"," 오픽 IH "
"1777"," 중견기업 인턴"
"1778"," 어학연수"
"1779"," 봉사활동 다수"
"1780"," 공모전 수상 1회"
"1781","중경외시 "
"1782"," 경영학과 "
"1783"," 학점 4.15 "
"1784"," 토익 900"
"1785"," 토익스피킹 150(레벨6) "
"1786"," 해외봉사 1회"
"1787"," 교환학생"
"1788"," 현대자동차 마케팅마스터클래스"
"1789","서성한 "
"1790"," 사회과학 "
"1791"," 학점 3.6 "
"1792"," 토익 950"
"1793"," 토익스피킹 레벨 7 "
"1794"," 인턴 1회"
"1795"," 교환학생 1년"
"1796"," 대외활동 1회"
"1797","지거국 "
"1798"," 상경 "
"1799"," 학점 3후반 "
"1800"," 오픽 IH"
"1801","지거국 "
"1802"," 산림자원 "
"1803"," 학점 3.54 "
"1804"," 토익 805 "
"1805"," 많은 아르바이트"
"1806"," 봉사활동 동아리"
"1807","지방국립대 "
"1808"," 경제학과 "
"1809"," 학점 3.7 "
"1810"," 토익 860"
"1811"," 토익스피킹 150 "
"1812"," 인턴 1회"
"1813","봉사활동 160시간(해외봉사+멘토링)"
"1814","수도권대 "
"1815"," 호텔관광 - 호텔경영 "
"1816"," 학점 4.08"
"1817","4.5 "
"1818"," 토익 850"
"1819"," 오픽 IM2"
"1820"," HSK 6급 "
"1821"," 중국어 스피치 대회 대상"
"1822"," 경영경제 우수논문 공모전 우수상"
"1823"," 교내 칵테일 축제기획 동아리 회장"
"1824"," MICE 동아리 회장"
"1825"," MICE 아이디어 공모전 우수상 수상"
"1826"," HRD 컨설팅 기업 인턴 1회"
"1827"," PCO 기획사 정규직 10개월"
"1828","지거국 "
"1829"," 영문 "
"1830"," 학점 3.93 "
"1831"," 토익 875 "
"1832"," 인턴(공사) 1회"
"1833"," 대외활동 및 봉사 다수"
"1834","중경외시 "
"1835"," 어문(특수어) "
"1836"," 학점 4.2 "
"1837"," 토익 980"
"1838","지방국립 "
"1839"," 학점 3.7 "
"1840"," 토익 810 "
"1841"," 인턴1회 대외활동2회 해외봉사1회"
"1842","서연고 "
"1843"," 체육교육 "
"1844"," 학점 3.7 "
"1845"," 봉사활동 3회"
"1846","서성한 "
"1847"," 상경 "
"1848"," 학점 3.72 "
"1849"," 토익 970 "
"1850"," 인턴 1"
"1851"," 대외활동 1"
"1852"," 봉사활동 1"
"1853"," 공모전 1"
"1854","인서울 "
"1855"," 영문과 "
"1856"," 학점 4.02 "
"1857"," 토익 960 "
"1858"," 인턴 2회"
"1859","중경외시 "
"1860"," 컴공 "
"1861"," 학점 3.4 "
"1862"," 오픽 ih"
"1863","서울 중하위 "
"1864"," 경제 "
"1865"," 학점 4.2 "
"1866"," 토익 860 "
"1867"," 해외봉사 1"
"1868"," 동아리 1"
"1869","수도권 "
"1870"," 수학 "
"1871"," 학점 3.5 "
"1872"," 토익 715 "
"1873"," 동아리 2년반"
"1874","인서울 "
"1875"," 경제학 "
"1876"," 학점 3.9"
"1877","4.5 "
"1878"," 오픽 IM "
"1879"," 봉사 2회"
"1880"," 마케팅 우수상 2회"
"1881","인서울 "
"1882"," 경제 "
"1883"," 학점 3.98 "
"1884"," 토익 945 "
"1885"," 통역봉사활동 및 국제문화교류활동"
"1886","아주 "
"1887"," 법 "
"1888"," 학점 3.5"
"1889","수도권 "
"1890"," 경영 "
"1891"," 학점 3.8 "
"1892"," 토익 900 "
"1893"," 인턴경험 1번"
"1894"," 대외활동 3번"
"1895"," 봉사활동 1번"
"1896","중경외시 "
"1897"," 경영 "
"1898"," 학점 3.41"
"1899","4.3 "
"1900"," 토스 lv5 "
"1901"," 인턴2회 대외활동 다수"
"1902"," 봉사활동 80시간(해외봉사) 그 외 전무"
"1903","SKY "
"1904"," 상경 "
"1905"," 학점 3.56 "
"1906"," 토익 860"
"1907"," 토익스피킹 레벨6 "
"1908"," 대외활동 3회 이상"
"1909"," 자격증 한자 2급"
"1910"," 한국사 1급 봉사활동 약간 (80시간 정도)"
"1911","중앙대학교 "
"1912"," 경영 "
"1913"," 학점 3.18 "
"1914"," 토익 925"
"1915","서성한 "
"1916"," 경영 "
"1917"," 학점 3.96 "
"1918"," 토익 935 "
"1919"," 인턴 1회"
"1920"," 봉사활동 200시간"
"1921","서강대 "
"1922"," 경영 "
"1923"," 학점 3.5 "
"1924"," 토익 955"
"1925"," 오픽 AL "
"1926"," 인턴 경험 o"
"1927"," 마케팅 공모전 수상경력 o"
"1928","인서울 "
"1929"," 부동산 "
"1930"," 학점 3.54 "
"1931"," 토익 755 "
"1932"," 2달"
"1933","수도권 사립대학 "
"1934"," 인문 "
"1935"," 학점 3.99 "
"1936"," 토익 805"
"1937"," 토스 130 "
"1938"," 인턴 1회"
"1939"," 대외활동 1회"
"1940","중경외시 "
"1941"," 어문(특수어) "
"1942"," 학점 4.2 "
"1943"," 토익 980"
"1944","sky "
"1945"," 상경 "
"1946"," 학점 4 "
"1947"," 토익 950 "
"1948"," 인턴 3회 등"
"1949","해외대학교 "
"1950"," 경제학과 "
"1951"," 학점 3.3"
"1952","4.0 "
"1953"," 토익스피킹 200 "
"1954"," 인턴 4회"
"1955","건동홍 "
"1956"," 약학 "
"1957"," 학점 4.8 "
"1958"," 토스 6 "
"1959"," 인턴 1"
"1960"," 대외 1"
"1961","SKY "
"1962"," 상경 "
"1963"," 학점 3.56 "
"1964"," 토익 860"
"1965"," 토익스피킹 레벨6 "
"1966"," 대외활동 3회 이상"
"1967"," 자격증 한자 2급"
"1968"," 한국사 1급 봉사활동 약간 (80시간 정도)"
"1969","중앙대학교 "
"1970"," 경영 "
"1971"," 학점 3.18 "
"1972"," 토익 925"
"1973","서성한 "
"1974"," 경영 "
"1975"," 학점 3.96 "
"1976"," 토익 935 "
"1977"," 인턴 1회"
"1978"," 봉사활동 200시간"
"1979","인서울 "
"1980"," 부동산 "
"1981"," 학점 3.54 "
"1982"," 토익 755 "
"1983"," 2달"
"1984","수도권 사립대학 "
"1985"," 인문 "
"1986"," 학점 3.99 "
"1987"," 토익 805"
"1988"," 토스 130 "
"1989"," 인턴 1회"
"1990"," 대외활동 1회"
"1991","서강대 "
"1992"," 경영 "
"1993"," 학점 3.5 "
"1994"," 토익 955"
"1995"," 오픽 AL "
"1996"," 인턴 경험 o"
"1997"," 마케팅 공모전 수상경력 o"
"1998","중경외시 "
"1999"," 경제학과 "
"2000"," 학점 3.5 "
"2001"," 토익 900 "
"2002"," 인턴 1"
"2003","지거국 "
"2004"," 경제 "
"2005"," 학점 3.9 "
"2006"," 토익 900 "
"2007"," 봉사활동 2회"
"2008"," 대외활동 3회"
"2009"," 교내공모전 1회 등"
"2010","SKY "
"2011"," 경영 "
"2012"," 학점 3.95 "
"2013"," 토익 975"
"2014","서울 중위권 "
