"","x"
"999"," 토익 920"
"1000","서울 상위권 "
"1001"," 토목환경공학과 "
"1002"," 학점 3.5 "
"1003"," 토스 Lv7 "
"1004"," 현장실습 1회"
"1005"," 봉사활동 1회"
"1006","중경외시 "
"1007"," 신소재공학 "
"1008"," 학점 4.2 "
"1009"," 오픽 IM2 "
"1010"," 모비스 인턴"
"1011"," 해외봉사"
"1012"," 교내수상"
"1013","경상대 "
"1014"," 전자공학과 "
"1015"," 학점 4.00 "
"1016"," 토익 760"
"1017"," 오픽 IH"
"1018","지거국 "
"1019"," 화학 "
"1020"," 학점 3.8 "
"1021"," 토익 840"
"1022","신소재 "
"1023"," 학점 3.3 "
"1024"," 토스 Lv5"
"1025","숭실대 "
"1026"," 전자정보공학과 "
"1027"," 학점 3.4 "
"1028"," 토스 Lv.6"
"1029","서울과가대 "
"1030"," 전자 "
"1031"," 학점 3.64 "
"1032"," 토익 830"
"1033","미국주립대 "
"1034"," 금융"
"1035"," 경제 "
"1036"," 학점 3.6 "
"1037"," 인턴 1회 Finance Academy 4개월"
"1038","인하 "
"1039"," 환경공학과 "
"1040"," 학점 3.72 "
"1041"," 토익 745"
"1042"," 오픽 IH "
"1043"," 글로벌 녹색성장 서포터즈"
"1044"," 한국건설기술연구원 현장실습"
"1045","경기권 "
"1046"," 재료공학 "
"1047"," 학점 3.38"
"1048","4.5 "
"1049"," 토익 810"
"1050"," 오픽 IM2"
"1051","한양대학교 "
"1052"," 전자과 "
"1053"," 학점 4.29 "
"1054"," 토익 905"
"1055","인서울 "
"1056"," 식품영양학과 "
"1057"," 학점 3.66 "
"1058"," 토스 Lv.6"
"1059","서성한 "
"1060"," 신문방송 "
"1061"," 학점 3.96 "
"1062"," 오픽 AL"
"1063"," 토익935 "
"1064"," 해외NGO"
"1065"," 인턴경험 없음"
"1066"," 대외활동 5개"
"1067","충남대학교 "
"1068"," 전기공학과 "
"1069"," 학점 3.64 "
"1070"," 오픽 im2 "
"1071"," 연구원 인턴"
"1072","지방국립대 "
"1073"," 전기공학 "
"1074"," 학점 3.55 "
"1075"," 토스 Lv.5"
"1076","메카르토닉스 "
"1077"," 학점 3.2 "
"1078"," 오픽 IM2 "
"1079"," 연구원 4개월 인턴"
"1080"," 삼성 파운더리 사업부 체험의 장"
"1081","인서울 상위권 "
"1082"," 화공 "
"1083"," 학점 3.6 "
"1084"," 토익 900"
"1085"," 오픽 IH"
"1086","화학 "
"1087"," 학점 3.5 "
"1088"," 토익 700"
"1089","인서울 중위 "
"1090"," 화학공학과 "
"1091"," 학점 4.1 "
"1092"," 오픽 IM2"
"1093"," 토익 865"
"1094","건국대학교 "
"1095"," 학점 3.8 "
"1096"," 토익스피킹 Lv.6"
"1097"," 토익 940"
"1098"," 신HSK 6급 "
"1099"," 이코르 동아리 1기 활동 (11개월) "
"1100"," CFA Lv.1"
"1101","서성한 "
"1102"," 화학공학과 "
"1103"," 학점 4.4"
"1104","연세대학교 "
"1105"," 사회학과 "
"1106"," 학점 3.88 "
"1107"," 토익 990"
"1108"," 토스 170"
"1109"," 오픽 IH"
"1110","sky "
"1111"," 인문계 "
"1112"," 학점 3.82 "
"1113"," 토익 965"
"1114"," 오픽 AL"
"1115","USC "
"1116"," 전자공학과 "
"1117"," 학점 3.07"
"1118","4.0"
"1119","성균관대학교 "
"1120"," 재료공학 "
"1121"," 학점 3.64 "
"1122"," 오픽 il"
"1123","지방 사립 4년제 "
"1124"," 심리학 "
"1125"," 학점 4.0 "
"1126"," 오픽 ih "
"1127"," 마케팅 관련 인턴 2회 관련 교육 2회 관련 공모전 4회 수상 자격증 2개"
"1128","숭실대학교 "
"1129"," 학점 4.31 "
"1130"," 오픽 IM3"
"1131"," 토익 830 "
"1132"," 공학사 우등졸업상"
"1133"," 졸업작품 우수상"
"1134"," 교외 창의적 아이디어 공모전 우수상((주)아시아 경제)"
"1135"," 학부 최우수상"
"1136"," 교환학생 (5개월)"
"1137"," 학부 소모임(11개월)"
"1138"," 필리핀 어학연수(2개월)"
"1139"," 청년취업아카데미(5개월)"
"1140"," 서울대학교 빅데이터 아카데미(2개월)"
"1141"," 한국사 1급"
"1142"," GCP(Google Cloud Training)중급"
"1143"," ACA Premiere Pro"
"1144"," ACA Photoshop"
"1145"," MOS EXCEL 2010"
"1146","서울과기대 "
"1147"," 안전공학과 "
"1148"," 학점 3.85 "
"1149"," 오픽 IM2 "
"1150"," 민간단체 대외활동 1년"
"1151","숭실대학교 "
"1152"," 컴퓨터 "
"1153"," 학점 3.7 "
"1154"," 오픽 IM2"
"1155","인서울 "
"1156"," 기계 "
"1157"," 학점 3.9"
"1158","수도권 "
"1159"," 상경계열 "
"1160"," 학점 4.17 "
"1161"," 토익 845"
"1162"," 토스 레벨6 "
"1163"," 공모전 1회"
"1164"," 대외활동 1회"
"1165","신소재 "
"1166"," 학점 3.3 "
"1167"," 토스 Lv5"
"1168","중경외시 "
"1169"," 신소재공학 "
"1170"," 학점 4.2 "
"1171"," 오픽 IM2 "
"1172"," 모비스 인턴"
"1173"," 해외봉사"
"1174"," 교내수상"
"1175","지거국 "
"1176"," 화학 "
"1177"," 학점 3.8 "
"1178"," 토익 840"
"1179","경상대 "
"1180"," 전자공학과 "
"1181"," 학점 4.00 "
"1182"," 토익 760"
"1183"," 오픽 IH"
"1184","미국주립대 "
"1185"," 금융"
"1186"," 경제 "
"1187"," 학점 3.6 "
"1188"," 인턴 1회 Finance Academy 4개월"
"1189","한양대학교 "
"1190"," 전자과 "
"1191"," 학점 4.29 "
"1192"," 토익 905"
"1193","서울과가대 "
"1194"," 전자 "
"1195"," 학점 3.64 "
"1196"," 토익 830"
"1197","인하 "
"1198"," 환경공학과 "
"1199"," 학점 3.72 "
"1200"," 토익 745"
"1201"," 오픽 IH "
"1202"," 글로벌 녹색성장 서포터즈"
"1203"," 한국건설기술연구원 현장실습"
"1204","숭실대 "
"1205"," 전자정보공학과 "
"1206"," 학점 3.4 "
"1207"," 토스 Lv.6"
"1208","경기권 "
"1209"," 재료공학 "
"1210"," 학점 3.38"
"1211","4.5 "
"1212"," 토익 810"
"1213"," 오픽 IM2"
"1214","인서울 "
"1215"," 식품영양학과 "
"1216"," 학점 3.66 "
"1217"," 토스 Lv.6"
"1218","sky "
"1219"," 인문계 "
"1220"," 학점 3.82 "
"1221"," 토익 965"
"1222"," 오픽 AL"
"1223","성균관대학교 "
"1224"," 재료공학 "
"1225"," 학점 3.64 "
"1226"," 오픽 il"
"1227","USC "
"1228"," 전자공학과 "
"1229"," 학점 3.07"
"1230","4.0"
"1231","지방 사립 4년제 "
"1232"," 심리학 "
"1233"," 학점 4.0 "
"1234"," 오픽 ih "
"1235"," 마케팅 관련 인턴 2회 관련 교육 2회 관련 공모전 4회 수상 자격증 2개"
"1236","수도권 "
"1237"," 생명과학 "
"1238"," 학점 3.4 "
"1239"," 토익 910"
"1240"," 오픽 IH "
"1241"," 봉사활동 다수"
"1242","서울과학 "
"1243"," 전기정보공학과 "
"1244"," 학점 3.94 "
"1245"," 오픽 IM2"
"1246","지거국 "
"1247"," 6년제 학과 "
"1248"," 학점 3.2 "
"1249"," 오픽 AL "
"1250"," 전국 대학생 연합 환경 봉사 동아리"
"1251"," 국제 NGO 자원봉사가"
"1252"," 해외실습"
"1253"," 제약바이오 컨퍼런스 참석"
"1254"," 임상시험 관련 식약처 주관 교육 이수"
"1255","수도권 "
"1256"," 상경 "
"1257"," 학점 3점대 "
"1258"," 있음"
"1259","인천대 "
"1260"," 임베디드 시스템 공학과 "
"1261"," 학점 3.75 "
"1262"," 토익 865"
"1263"," OPIc IM2 "
"1264"," 교내 창의설계경진대회 금상"
"1265"," 창의설계 성균관거점경진대회 장려상 등"
"1266","단국대학교 "
"1267"," 고분자공학과 "
"1268"," 학점 3.59 "
"1269"," 토익700"
"1270"," 토익스피킹 레벨5 "
"1271"," 대외활동1"
"1272"," 봉사활동1"
"1273"," 제약회사경험1"
"1274","인서울 "
"1275"," 기계계열 "
"1276"," 학점 3.65 "
"1277"," 토스 130"
"1278","중경외시 "
"1279"," 전자 "
"1280"," 학점 3.99 "
"1281"," 토익 750"
"1282","연세대학교 "
"1283"," 의공학부 "
"1284"," 학점 3.5 "
"1285"," 오픽 AL"
"1286","한양대 "
"1287"," 학점 3.88"
"1288","성균관대학교 "
"1289"," 산업공학과 "
"1290"," 학점 3.71 "
"1291"," 오픽 IM "
"1292"," 공모전 4개 - 1. PACE"
"1293"," 2. ISGMA"
"1294"," 3. WISET"
"1295"," 4. S-HERO"
"1296","지방 "
"1297"," 무역 "
"1298"," 학점 3.9 "
"1299"," 토스 레벨6"
"1300","서울하위권 "
"1301"," 기계 "
"1302"," 학점 3.80 "
"1303"," 토익 805"
"1304"," 토익스피킹 레벨5"
"1305","건국대학교 "
"1306"," 소프트웨어 "
"1307"," 학점 3.78 "
"1308"," 오픽 IL"
"1309","수도권4년제 "
"1310"," 재료공학과 "
"1311"," 학점 3.63 "
"1312"," 토익 980"
"1313"," 오픽 AL"
"1314","한양대 "
"1315"," 지능형로봇학과 "
"1316"," 학점 4.43 "
"1317"," 토스 레벨5"
"1318","전남순천대 "
"1319"," 기계과 "
"1320"," 학점 3.28 "
"1321"," 토익스피킹 레벨5"
"1322"," 토익 700"
"1323","SKY "
"1324"," 경영 "
"1325"," 학점 3.99 "
"1326"," 오픽 IH "
"1327"," 국제 FRM"
"1328"," CFA Lv2"
"1329"," 동행 프로젝트 3회"
"1330"," 기획재정부 주최 경제교육봉사단"
"1331"," 서울대-캠코 멘토링 2회"
"1332","지방국립 "
"1333"," 무역 "
"1334"," 학점 3.8 "
"1335"," 토스 레벨6 "
"1336"," 인턴1회"
"1337"," 대외활동 1회"
"1338"," 공모전 2회"
"1339","sky "
"1340"," 화학과 "
"1341"," 학점 3.7 "
"1342"," 토익스피킹 lv6 "
"1343"," 실험실인턴"
"1344"," 해외봉사"
"1345"," 국내봉사"
"1346","서울 하위권 "
"1347"," 전자 "
"1348"," 학점 3.8 "
"1349"," 토익 860"
"1350"," 오픽 IM2"
"1351","서울중위권 "
"1352"," 화학 "
"1353"," 학점 4.44 "
"1354"," 토익 800후반"
"1355","서울 하위권 "
"1356"," 화공 "
"1357"," 학점 3.6 "
"1358"," 토스 6 "
"1359"," 봉사활동 2"
"1360"," 공모전 1"
"1361","지방사립 "
"1362"," 재료공 "
"1363"," 학점 3.5 "
"1364"," 토익 805"
"1365"," 오픽 IM2 "
"1366"," 캐드 1급"
"1367"," 한국사 1급"
"1368"," 공모전 우수상 1회"
"1369"," 중소기업 인턴 1회"
"1370"," 국가연구소 인턴 1회"
"1371","서울상위권 "
"1372"," 경제 "
"1373"," 학점 3.4 "
"1374"," 토익 825"
"1375","중경외시 "
"1376"," 경제 "
"1377"," 학점 3.5 "
"1378"," 오픽 IH "
"1379"," 봉사경험 O "
"1380"," 인턴 X"
"1381","지거국 "
"1382"," 고분자공학과 "
"1383"," 학점 4.03 "
"1384"," 토익스피킹 레벨 5"
"1385","경상대 "
"1386"," 기계공학과 "
"1387"," 학점 3.81 "
"1388"," 토스 레벨 6"
"1389","정보통신공학 "
"1390"," 학점 3.66 "
"1391"," 오픽 IM2 "
"1392"," 수상경력 3회"
"1393","중경외시 "
"1394"," 전자공학 "
"1395"," 학점 3.48 "
"1396"," 오픽 IM "
"1397"," 토익820 "
"1398"," 인턴"
"1399","서성한 "
"1400"," 경영 "
"1401"," 학점 3.5 "
"1402"," 토익 935"
"1403"," 토익스피킹 레벨6 "
"1404"," 공기업 인턴 1회"
"1405"," 여행 동아리 1회"
"1406"," NGO 활동 1회"
"1407","수도권 "
"1408"," 나노공학 "
"1409"," 학점 3.59 "
"1410"," 오픽 IL"
"1411","지거국 "
"1412"," 신소재공학과 "
"1413"," 학점 3.2 "
"1414"," 토익스피킹 110"
"1415","아주대학교 "
"1416"," 전자공학과 "
"1417"," 학점 3.42 "
"1418"," 오픽 IM2 "
"1419"," 중견기업 1년"
"1420","지거국 "
"1421"," 기계 "
"1422"," 학점 3.55 "
"1423"," 오픽 IM1 "
"1424"," 건설 현장 아르바이트 1회"
"1425","수도권 4년제 "
"1426"," 국제경영 "
"1427"," 학점 4.34 "
"1428"," 토익 975 "
"1429"," 해외 인턴 1년"
"1430","경희대학교 "
"1431"," 신소재공학과 "
"1432"," 학점 4.17 "
"1433"," 토익 955"
"1434"," 토스 150 (lv.6) "
"1435"," 삼성 드림클래스 2년"
"1436"," 대기업 서포터즈 2회"
"1437"," 인턴 X"
"1438"," 공모전 X"
"1439"," 어학연수 X"
"1440","연세대학교 "
"1441"," 학점 3.49 "
"1442"," 오픽 IM3 "
"1443"," 정보처리기사"
"1444","중경외시 "
"1445"," 전자공학 "
"1446"," 학점 3.25 "
"1447"," 오픽 IM2 "
"1448"," 봉사단 1"
"1449"," 인턴 1"
"1450"," 동아리 3"
"1451","지거국 "
"1452"," 기계공학 "
"1453"," 학점 3.9 "
"1454"," 토스 레벨5"
"1455","경희대 "
"1456"," 지리학과 "
"1457"," 학점 3.59 "
"1458"," 토익 955"
"1459"," 토스 lv6 "
"1460"," 동대학원 석사수료"
"1461"," 인턴1회"
"1462"," 교내 연구실(12. 8 ~ 현재)"
"1463"," 해외경험 1회(3개월)"
"1464"," 논문 3편(국내1 해외2)"
"1465"," 국내학회 우수논문상 수상"
"1466","인서울 "
"1467"," 기계공학 "
"1468"," 학점 3.3 "
"1469"," 토익 820"
"1470","중경외시 "
"1471"," 경영 "
"1472"," 학점 3.8"
"1473","서울중하위권 "
"1474"," 기계공학 "
"1475"," 학점 3.64 "
"1476"," 토익 830 "
"1477"," 토익스피킹 140"
"1478","서울 중위권 "
"1479"," 상경계 "
"1480"," 학점 3.79 "
"1481"," 토익 900 이상 "
"1482"," 인턴 2회"
"1483"," 동아리 등"
"1484","수도권4년제 "
"1485"," 컴퓨터공학과 "
"1486"," 학점 4.0 "
"1487"," 인턴 1"
"1488","지거국 "
"1489"," 기계공학부 "
"1490"," 학점 3.43 "
"1491"," 토익 855 "
"1492"," 동아리활동"
"1493","상위권 "
"1494"," 화학 "
"1495"," 학점 3.5 "
"1496"," 토익 875"
"1497"," 오픽 im2"
"1498","수도권 4년제 "
"1499"," 기계 "
"1500"," 학점 3.96 "
"1501"," 토스 Lv6 "
"1502"," 공기업 체험형 인턴1회"
"1503"," 현장실습1회"
"1504","지방4년 "
"1505"," 경영 "
"1506"," 학점 3.41 "
"1507"," 토스6 "
"1508"," 공모전 입상 1회"
"1509","서성한 "
"1510"," 기계 "
"1511"," 학점 3.7 "
"1512"," 토스 lv.6 "
"1513"," 현대자동차 인턴"
"1514","금오공대 "
"1515"," 전자공학 "
"1516"," 학점 3.91 "
"1517"," 무"
"1518","한양대학교 "
"1519"," 지능형 로봇학과 "
"1520"," 학점 4.43 "
"1521"," Tos LV.5"
"1522","산업공학 "
"1523"," 학점 3.48 "
"1524"," 토익스피킹 레벨6"
"1525","대구대 "
"1526"," 화학공학 "
"1527"," 학점 3.58 "
"1528"," 토익스피킹 레벨6 "
"1529"," 인턴1"
"1530","수도권 "
"1531"," 전자 "
"1532"," 학점 3.17 "
"1533"," 오픽 IL"
"1534","지방국립대 "
"1535"," 전자공학과 "
"1536"," 학점 3.40 "
"1537"," 토익스피킹 Lv.5"
"1538","KAIST "
"1539"," 바이오 및 뇌공학과 "
"1540"," 학점 3.93 "
"1541"," 오픽 IH"
"1542","인서울 4년제 "
"1543"," 수학 "
"1544"," 학점 3.3 "
"1545"," 토익 845 "
"1546"," 대외활동 1회"
"1547"," 창업 1회"
"1548"," 학생회 2회"
"1549"," 봉사활동 2회"
"1550","전남대학교 "
"1551"," 학점 3.15 "
"1552"," 오픽 IH "
"1553"," 한국전력공사 체험형인턴(2019상반기)"
"1554"," 한국수력원자력 체험형인턴(2019하반기)"
"1555"," 한국사 2급"
"1556"," 정보처리기사"
"1557"," 전기기사"
"1558","인서울 "
"1559"," 화공 "
"1560"," 학점 3.6 "
"1561"," 토익 900대"
"1562","지방사립 "
"1563"," 정보통신공학 "
"1564"," 학점 3.67 "
"1565"," 오픽 im2 "
"1566"," 동아리"
"1567"," LAB"
"1568"," 삼성드림하이"
"1569"," 학생회장"
"1570"," 멘토링"
"1571"," 공모전기획팀"
"1572"," SW Testing교육"
"1573","과기원 중 1 "
"1574"," 화학공학과 "
"1575"," 학점 3 중반 "
"1576"," 오픽 IH"
"1577","지방사립 "
"1578"," 산업공학 "
"1579"," 학점 3.84 "
"1580"," 토스 lv.6"
"1581","지방4년제 "
"1582"," 기계 "
"1583"," 학점 3.36 "
"1584"," 토익 805 "
"1585"," 국내 대기업 인턴 1회"
"1586"," 해외봉사 1회"
"1587"," 해외인턴 1회"
"1588","지거국 "
"1589"," 산공 "
"1590"," 학점 3.2 "
"1591"," 토익 735 "
"1592"," 인턴 1"
"1593"," 대외활동 2"
"1594","서성한 "
"1595"," 화학공학 "
"1596"," 학점 3.98 "
"1597"," 토스 레벨7"
"1598","경희대 "
"1599"," 기계 "
"1600"," 학점 3.95 "
"1601"," 삼성 드림클래스"
"1602"," 음악활동 다수"
"1603","숭실대학교 "
"1604"," 기계공학과 "
"1605"," 학점 3.61 "
"1606"," 토스 6 "
"1607"," 공모전 2개"
"1608"," 동아리1개"
"1609","고려대학교 "
"1610"," 기계공학부 "
"1611"," 학점 3.59 "
"1612"," 토익 985"
"1613","해외대 "
"1614"," business & Management "
"1615"," 학점 3.94 "
"1616"," 봉사활동1회"
"1617"," 인턴2회"
"1618","지방 국립4년제 "
"1619"," 관광 "
"1620"," 학점 3.88 "
"1621"," 토익 865 "
"1622"," 대외활동 4회"
"1623"," 봉사활동 100시간"
"1624","지거국 "
"1625"," 경제학 "
"1626"," 학점 4.0 "
"1627"," 토스 750"
"1628","지거국 "
"1629"," 기계공학과 "
"1630"," 학점 3.8 "
"1631"," 토스 5"
"1632","서울4년제 "
"1633"," 기계 "
"1634"," 학점 3.4 "
"1635"," 토스 레벨6"
"1636","IST 중 1곳 "
"1637"," 신소재공학과 "
"1638"," 학점 4.14 "
"1639"," 토익스피킹 레벨6"
"1640"," 토익 920"
"1641","지방 "
"1642"," 기계공학 "
"1643"," 학점 3.7 "
"1644"," 토익 845"
"1645","전자공학과 "
"1646"," 학점 3점 초중 "
"1647"," 오픽 IH"
"1648","토익 795"
"1649","인서울 4년제 "
"1650"," 언어 "
"1651"," 학점 3.45 "
"1652"," 오픽 IM2 "
"1653"," 은행 인턴"
"1654","중경외시 "
"1655"," 신소재공학과 "
"1656"," 학점 3.8 "
"1657"," 토익스피킹 레벨 6 "
"1658"," 인턴 1회"
"1659"," 대외활동 4회"
"1660","지거국 "
"1661"," 기계설계공학 "
"1662"," 학점 3.59 "
"1663"," 토익 875"
"1664","전자 "
"1665"," 학점 3.5 "
"1666"," 토익 840"
"1667","서울 4년제 "
"1668"," 전자전기공학 "
"1669"," 학점 3.94 "
"1670"," 오픽 IM1 "
"1671"," 교내 학술제"
"1672","인천대학교 "
"1673"," 학점 4.13 "
"1674"," 토익 820"
"1675"," 토익스피킹 레벨6 "
"1676"," 공조냉동기계기사"
"1677"," 대학생 돌봄교실 봉사단(2018.6.21~ 7.14)"
"1678"," SK Sunny 봉사단(2018.3.31~6.2)"
"1679"," 현대 해피무브 봉사단(2018.2.5~ 2.17)"
"1680","부경대 "
"1681"," 전자공학 "
"1682"," 학점 3.79 "
"1683"," 토스 lv6"
"1684","서성한 "
"1685"," 기계 "
"1686"," 학점 3.8 "
"1687"," 토익 925"
"1688"," 오픽 AL"
"1689","지방사립대 "
"1690"," 보건 "
"1691"," 학점 3.5"
"1692","4.5 "
"1693"," 토익 875 "
"1694"," 어학연수 1년"
"1695"," 실험실 인턴 1년"
"1696","서울4년제 "
"1697"," 기계 "
"1698"," 학점 3.4 "
"1699"," 토스 레벨6"
"1700","지거국 "
"1701"," 기계공학과 "
"1702"," 학점 3.8 "
"1703"," 토스 5"
"1704","인천대학교 "
"1705"," 학점 4.13 "
"1706"," 토익 820"
"1707"," 토익스피킹 레벨6 "
"1708"," 공조냉동기계기사"
"1709"," 대학생 돌봄교실 봉사단(2018.6.21~ 7.14)"
"1710"," SK Sunny 봉사단(2018.3.31~6.2)"
"1711"," 현대 해피무브 봉사단(2018.2.5~ 2.17)"
"1712","부경대 "
"1713"," 전자공학 "
"1714"," 학점 3.79 "
"1715"," 토스 lv6"
"1716","인서울 끝자락 "
"1717"," 정보통신 "
"1718"," 학점 3.7 "
"1719"," 토익 785 "
"1720"," 토익스피킹 레벨6(130)"
"1721","수도권 "
"1722"," 기계 "
"1723"," 학점 3.81 "
"1724"," 토익 895"
"1725","경희대 "
"1726"," 지리학과 "
"1727"," 학점 3.59 "
"1728"," 토익 955"
"1729"," 토스 lv6 "
"1730"," 동대학원 석사수료"
"1731"," 인턴1회"
"1732"," 교내 연구실(12. 8 ~ 현재)"
"1733"," 해외경험 1회(3개월)"
"1734"," 논문 3편(국내1 해외2)"
"1735"," 국내학회 우수논문상 수상"
"1736","서울중하위권 "
"1737"," 기계공학 "
"1738"," 학점 3.64 "
"1739"," 토익 830 "
"1740"," 토익스피킹 140"
"1741","중경외시 "
"1742"," 경영 "
"1743"," 학점 3.8"
"1744","인서울 "
"1745"," 기계공학 "
"1746"," 학점 3.3 "
"1747"," 토익 820"
"1748","인서울 4년제 "
"1749"," 언어 "
"1750"," 학점 3.45 "
"1751"," 오픽 IM2 "
"1752"," 은행 인턴"
"1753","전자공학과 "
"1754"," 학점 3점 초중 "
"1755"," 오픽 IH"
"1756","토익 795"
"1757","지방 "
"1758"," 기계공학 "
"1759"," 학점 3.7 "
"1760"," 토익 845"
"1761","IST 중 1곳 "
"1762"," 신소재공학과 "
"1763"," 학점 4.14 "
"1764"," 토익스피킹 레벨6"
"1765"," 토익 920"
"1766","서성한 "
"1767"," 기계 "
"1768"," 학점 3.8 "
"1769"," 토익 925"
"1770"," 오픽 AL"
"1771","수도권 "
"1772"," 기계 "
"1773"," 학점 3.81 "
"1774"," 토익 895"
"1775","지방4년 "
"1776"," 경영 "
"1777"," 학점 3.41 "
"1778"," 토스6 "
"1779"," 공모전 입상 1회"
"1780","상위권 "
"1781"," 화학 "
"1782"," 학점 3.5 "
"1783"," 토익 875"
"1784"," 오픽 im2"
"1785","지거국 "
"1786"," 기계공학부 "
"1787"," 학점 3.43 "
"1788"," 토익 855 "
"1789"," 동아리활동"
"1790","수도권 4년제 "
"1791"," 기계 "
"1792"," 학점 3.96 "
"1793"," 토스 Lv6 "
"1794"," 공기업 체험형 인턴1회"
"1795"," 현장실습1회"
"1796","지방 사립대 "
"1797"," 학점 4.06 "
"1798"," 토익스피킹 레벨7"
"1799","지방 국립대 "
"1800"," 도시건설공학 "
"1801"," 학점 3.4"
"1802","4.5 "
"1803"," 토익스피킹 레벨6(150) "
"1804"," 대외활동 1"
"1805","sky "
"1806"," 정치외교 "
"1807"," 학점 4.05 "
"1808"," 토익 990"
"1809"," FLEX러시아어 1B "
"1810"," 대외활동 1회"
"1811","경희 "
"1812"," 산업경영공학 "
"1813"," 학점 3.55 "
"1814"," 토익 905"
"1815"," 토스 lv6"
"1816","지거국 "
"1817"," 기계공학 "
"1818"," 학점 3.8 "
"1819"," 토익 850"
"1820"," 토스 Lv6 "
"1821"," 인턴 1회"
"1822"," 대외활동 다수"
"1823","지거국 "
"1824"," 재료관련 학과 "
"1825"," 학점 3.54 "
"1826"," 토익 810"
"1827"," 오픽 IH"
"1828","지방대 "
"1829"," 신소재 "
"1830"," 학점 3.52 "
"1831"," 토스 lv6"
"1832","서성한 "
"1833"," 의류"
"1834","의상학과 "
"1835"," 학점 4.13 "
"1836"," 오픽 IH "
"1837"," 인턴 3회 수상 2회"
"1838","SKY "
"1839"," 신소재 "
"1840"," 학점 3.8 "
"1841"," 토스 8 "
"1842"," 삼성 드림클래스"
"1843","서울 중위권 "
"1844"," 기계공학과 "
"1845"," 학점 3.2 "
"1846"," 토익 810"
"1847"," 오픽 IM1"
"1848","수도권 4년제 "
"1849"," 기계공학과 "
"1850"," 학점 3.3 "
"1851"," 자작자동차 대회"
"1852","건국대학교 "
"1853"," 소프트웨어 "
"1854"," 학점 3.78 "
"1855"," 오픽 IL"
"1856","서울하위권 "
"1857"," 기계 "
"1858"," 학점 3.80 "
"1859"," 토익 805"
"1860"," 토익스피킹 레벨5"
"1861","SKY "
"1862"," 경영 "
"1863"," 학점 3.99 "
"1864"," 오픽 IH "
"1865"," 국제 FRM"
"1866"," CFA Lv2"
"1867"," 동행 프로젝트 3회"
"1868"," 기획재정부 주최 경제교육봉사단"
"1869"," 서울대-캠코 멘토링 2회"
"1870","수도권4년제 "
"1871"," 재료공학과 "
"1872"," 학점 3.63 "
"1873"," 토익 980"
"1874"," 오픽 AL"
"1875","한양대 "
"1876"," 지능형로봇학과 "
"1877"," 학점 4.43 "
"1878"," 토스 레벨5"
"1879","전남순천대 "
"1880"," 기계과 "
"1881"," 학점 3.28 "
"1882"," 토익스피킹 레벨5"
"1883"," 토익 700"
"1884","sky "
"1885"," 화학과 "
"1886"," 학점 3.7 "
"1887"," 토익스피킹 lv6 "
"1888"," 실험실인턴"
"1889"," 해외봉사"
"1890"," 국내봉사"
"1891","서울중위권 "
"1892"," 화학 "
"1893"," 학점 4.44 "
"1894"," 토익 800후반"
"1895","지방국립 "
"1896"," 무역 "
"1897"," 학점 3.8 "
"1898"," 토스 레벨6 "
"1899"," 인턴1회"
"1900"," 대외활동 1회"
"1901"," 공모전 2회"
"1902","서울 하위권 "
"1903"," 전자 "
"1904"," 학점 3.8 "
"1905"," 토익 860"
"1906"," 오픽 IM2"
"1907","서울 하위권 "
"1908"," 화공 "
"1909"," 학점 3.6 "
"1910"," 토스 6 "
"1911"," 봉사활동 2"
"1912"," 공모전 1"
"1913","지방사립 "
"1914"," 재료공 "
"1915"," 학점 3.5 "
"1916"," 토익 805"
"1917"," 오픽 IM2 "
"1918"," 캐드 1급"
"1919"," 한국사 1급"
"1920"," 공모전 우수상 1회"
"1921"," 중소기업 인턴 1회"
"1922"," 국가연구소 인턴 1회"
"1923","서울상위권 "
"1924"," 경제 "
"1925"," 학점 3.4 "
"1926"," 토익 825"
"1927","중경외시 "
"1928"," 전자공학 "
"1929"," 학점 3.48 "
"1930"," 오픽 IM "
"1931"," 토익820 "
"1932"," 인턴"
"1933","지거국 "
"1934"," 고분자공학과 "
"1935"," 학점 4.03 "
"1936"," 토익스피킹 레벨 5"
"1937","경상대 "
"1938"," 기계공학과 "
"1939"," 학점 3.81 "
"1940"," 토스 레벨 6"
"1941","정보통신공학 "
"1942"," 학점 3.66 "
"1943"," 오픽 IM2 "
"1944"," 수상경력 3회"
"1945","지방사립 "
"1946"," 정보통신공학 "
"1947"," 학점 3.67 "
"1948"," 오픽 im2 "
"1949"," 동아리"
"1950"," LAB"
"1951"," 삼성드림하이"
"1952"," 학생회장"
"1953"," 멘토링"
"1954"," 공모전기획팀"
"1955"," SW Testing교육"
"1956","지방사립 "
"1957"," 산업공학 "
"1958"," 학점 3.84 "
"1959"," 토스 lv.6"
"1960","인서울 "
"1961"," 화공 "
"1962"," 학점 3.6 "
"1963"," 토익 900대"
"1964","숭실대학교 "
"1965"," 기계공학과 "
"1966"," 학점 3.61 "
"1967"," 토스 6 "
"1968"," 공모전 2개"
"1969"," 동아리1개"
"1970","서성한 "
"1971"," 의류"
"1972","의상학과 "
"1973"," 학점 4.13 "
"1974"," 오픽 IH "
"1975"," 인턴 3회 수상 2회"
"1976","지거국 "
"1977"," 기계공학 "
"1978"," 학점 3.8 "
"1979"," 토익 850"
"1980"," 토스 Lv6 "
"1981"," 인턴 1회"
"1982"," 대외활동 다수"
"1983","지거국 "
"1984"," 재료관련 학과 "
